pipeline,notebook,family,pair_key,ingredient_id,date,nome_ingrediente,categoria,unidade,qtd_pedida_no_dia_audit,comprou_no_dia_audit,preco_medio_disponivel,y_qtd_comprar,y_comprar,qtd_real_comprada,comprou_real,qtd_alvo_abt,comprar_alvo_abt,valor_real_comprado,classifier_model,regressor_model,classificador_indicou_compra,probabilidade_compra,qtd_regressor_bruta,qtd_modelo_indicada,diferenca_modelo_menos_real,diferenca_abs,valor_modelo_indicado,diferenca_valor_modelo_menos_real,diferenca_modelo_menos_alvo_abt
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0131,2026-05-11,AMENDOIM TORRADO SEM SAL,Nozes e Sementes,KG,0.0,0,39.89666666666667,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00016218199743889272,-1.3672541379928589,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0228,2026-03-30,MATCHÁ,Temperos e Especiarias,KG,0.0,0,281.695,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0010639212559908628,0.2839777171611786,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0005,2026-01-30,AÇÚCAR IMPALPÁVEL,Açúcares e Mel,KG,0.5,1,16.18,0.0,0,0.5,1,0.0,0,8.09,XGBoost Classifier,XGBoost Regressor,0,9.587167005520314e-05,0.41992151737213135,0.0,-0.5,0.5,0.0,-8.09,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0154,2026-01-31,CAMARÃO,Proteínas,KG,0.0,0,109.205,25.0,1,0.0,0,25.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999823570251465,35.77287292480469,35.77287292480469,35.77287292480469,35.77287292480469,3906.576587753296,3906.576587753296,10.772872924804688
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0114,2026-04-16,REPOLHO ROXO,Legumes e Verduras,KG,0.0,0,7.435,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.011143188923597336,0.3298080861568451,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0133,2026-04-11,CASTANHA DE CAJU,Nozes e Sementes,KG,0.0,0,100.50333333333332,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9919300675392151,1.012098789215088,1.012098789215088,1.012098789215088,1.012098789215088,101.71930197874703,101.71930197874703,1.012098789215088
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0087,2026-05-17,LEITE EM PÓ,Laticínios,KG,0.0,0,50.370000000000005,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0014086290029808879,0.5019521117210388,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0215,2026-02-25,PÃO DE CAIXA,Semi-prontos e Preparados,KG,0.0,0,21.92,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0010644550202414393,21.182405471801758,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0102,2026-02-23,CEBOLA,Legumes e Verduras,KG,2.0,1,5.63,0.0,0,2.0,1,0.0,0,11.26,XGBoost Classifier,XGBoost Regressor,0,7.53310596337542e-05,0.816602349281311,0.0,-2.0,2.0,0.0,-11.26,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0178,2026-03-08,BOLINHA DE RICOTA MARINADA,Semi-prontos e Preparados,UND,0.0,0,33.0,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00039949046913534403,123.82378387451172,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0230,2026-01-23,PASTA DE ALHO,Temperos e Especiarias,KG,0.0,0,24.96,8.0,1,0.0,0,8.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.966452419757843,17.43056869506836,17.43056869506836,17.43056869506836,17.43056869506836,435.0669946289063,435.0669946289063,9.43056869506836
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0175,2026-04-18,BISCOITO NEGRESCO,Semi-prontos e Preparados,KG,0.0,0,33.026666666666664,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00010317972191842273,4.839357376098633,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0116,2026-03-04,RÚCULA,Legumes e Verduras,KG,0.0,0,22.58,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,8.670568786328658e-05,-0.6717195510864258,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0091,2026-01-15,MANTEIGA SEM SAL,Laticínios,KG,0.0,0,83.97666666666667,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0001819783792598173,-1.7324061393737793,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0038,2026-04-28,MANGA CONGELADA,Frutas Frescas,KG,0.0,0,16.926666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00022680990514345467,1.2051790952682495,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0110,2026-01-01,MIX DE COGUMELOS,Legumes e Verduras,KG,0.0,0,36.650000000000006,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.032760392874479294,3.9123542308807373,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0183,2026-05-13,CHIPS DE PARMESÃO,Semi-prontos e Preparados,KG,0.0,0,114.06333333333332,1.0,1,0.0,0,1.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9994719624519348,0.9832268357276917,0.9832268357276917,0.9832268357276917,0.9832268357276917,112.15013030588625,112.15013030588625,-0.01677316427230835
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0114,2026-01-15,REPOLHO ROXO,Legumes e Verduras,KG,0.0,0,7.435,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,1.2867637451563496e-05,-0.5152112245559692,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0065,2026-05-18,FARINHA DE GRÃO DE BICO,"Grãos, Farinhas e Massas",KG,0.0,0,18.176666666666662,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,5.8123965573031455e-05,0.7354827523231506,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0231,2026-02-01,PASTA DE ALHO COM GENGIBRE,Temperos e Especiarias,KG,0.0,0,25.52,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0349116176366806,0.9718496203422546,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0092,2026-04-17,MUSSARELA,Laticínios,KG,16.0,1,52.42666666666667,0.0,0,16.0,1,0.0,0,838.8266666666667,XGBoost Classifier,XGBoost Regressor,0,0.0010196781950071454,8.93799114227295,0.0,-16.0,16.0,0.0,-838.8266666666667,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0070,2026-02-02,LINGUINE,"Grãos, Farinhas e Massas",KG,0.0,0,16.41,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.010970855131745338,4.818997859954834,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0169,2026-03-29,ARROZ PARBOILIZADO COZIDO,Semi-prontos e Preparados,KG,0.0,0,8.673333333333334,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,7.355477919190889e-06,2.605597734451294,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0019,2026-03-16,GUARNIÇÃO CAPIM SANTO E LIMÃO,Bebidas e Bases,UND,0.0,0,1.8966666666666665,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0010470947017893195,94.27531433105469,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0106,2026-02-19,CENOURA,Legumes e Verduras,KG,0.0,0,6.59,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.09686744958162308,0.9196394681930542,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0151,2026-02-08,APARAS DE SALMÃO,Proteínas,KG,0.0,0,75.82499999999999,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,4.2484651203267276e-05,2.217379093170166,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0056,2026-05-06,POLPA DE AÇAÍ,Frutas Secas e Congeladas,KG,0.0,0,22.2,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0024269798304885626,2.3549444675445557,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0211,2026-04-14,PARMÊ DE FRANGO KATSU,Semi-prontos e Preparados,UND,0.0,0,8.916666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0003194258315488696,23.328449249267578,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0135,2026-01-03,COCO DESIDRATADO EM FITAS,Nozes e Sementes,KG,0.0,0,72.38333333333334,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,2.3816975954105146e-05,0.7793506979942322,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0025,2026-04-25,ÁGUA TÔNICA,Bebidas e Bases,L,0.0,0,7.98,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00027430136105977,1.2786674499511719,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0018,2026-01-15,GELO,Bebidas e Bases,KG,0.0,0,4.0633333333333335,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0023586919996887445,27.525169372558594,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0211,2026-04-11,PARMÊ DE FRANGO KATSU,Semi-prontos e Preparados,UND,0.0,0,8.916666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00012551141844596714,29.709440231323242,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0003,2026-05-19,AÇÚCAR DEMERARA,Açúcares e Mel,KG,0.0,0,12.286666666666669,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.02725200168788433,1.516920566558838,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0073,2026-03-26,POLVILHO AZEDO,"Grãos, Farinhas e Massas",KG,0.0,0,12.443333333333332,22.0,1,0.0,0,22.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999969005584717,22.32017707824707,22.32017707824707,22.32017707824707,22.32017707824707,277.73740344365433,277.73740344365433,0.3201770782470703
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0145,2026-05-14,SEMENTE DE ABÓBORA,Nozes e Sementes,KG,0.0,0,43.92666666666667,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0002817464992403984,-0.17473572492599487,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0053,2026-04-22,HIBISCO SECO,Frutas Secas e Congeladas,KG,0.0,0,86.69333333333333,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,5.771590076619759e-05,0.13770312070846558,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0133,2026-03-23,CASTANHA DE CAJU,Nozes e Sementes,KG,0.0,0,100.50333333333332,1.0,1,0.0,0,1.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.999991774559021,0.8725884556770325,0.8725884556770325,0.8725884556770325,0.8725884556770325,87.69804842372734,87.69804842372734,-0.12741154432296753
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0107,2026-04-28,CENOURA EM FIOS,Legumes e Verduras,KG,0.0,0,17.55,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,2.4407190721831284e-05,0.08440276235342026,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0069,2026-05-10,FERMENTO QUÍMICO,"Grãos, Farinhas e Massas",KG,0.0,0,32.99666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,2.966674765048083e-05,-0.46692731976509094,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0092,2026-04-09,MUSSARELA,Laticínios,KG,0.0,0,52.42666666666667,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0022570202127099037,5.843616485595703,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0206,2026-02-05,MOUSSE DE LIMÃO SICILIANO,Semi-prontos e Preparados,KG,0.0,0,14.573333333333332,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0029442121740430593,22.599233627319336,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0238,2026-04-19,SAL DE COZINHA,Temperos e Especiarias,KG,0.0,0,4.66,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.04338053986430168,11.079704284667969,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0025,2026-03-17,ÁGUA TÔNICA,Bebidas e Bases,L,0.0,0,7.98,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0020569595508277416,-1.7465120553970337,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0048,2026-02-06,ABACATE CONGELADO,Frutas Secas e Congeladas,KG,0.0,0,22.47,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.002407908206805587,1.420343279838562,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0004,2026-03-03,AÇÚCAR GRANULADO,Açúcares e Mel,KG,0.0,0,8.75,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.006228186190128326,-12.471908569335938,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0078,2026-02-16,CREME DE LEITE,Laticínios,L,0.0,0,22.913333333333338,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.002401817822828889,-0.17762041091918945,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0244,2026-03-28,ÓLEO DE SOJA,Óleos e Gorduras,L,0.0,0,9.365,18.5,1,0.0,0,18.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999277591705322,18.61530876159668,18.61530876159668,18.61530876159668,18.61530876159668,174.3323665523529,174.3323665523529,0.11530876159667969
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0062,2026-02-02,BIFUM,"Grãos, Farinhas e Massas",KG,0.0,0,18.613333333333333,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0017404634272679687,4.0538010597229,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0125,2026-01-23,SAKÊ MIRIM,Molhos e Condimentos,L,0.0,0,49.07333333333333,0.5,1,0.0,0,0.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9998681545257568,1.0305237770080566,1.0305237770080566,1.0305237770080566,1.0305237770080566,50.57123681704203,50.57123681704203,0.5305237770080566
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0054,2026-04-29,MIX DE FRUTAS VERMELHAS,Frutas Secas e Congeladas,KG,0.0,0,38.42666666666667,2.0,1,0.0,0,2.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999748468399048,3.139812469482422,3.139812469482422,3.139812469482422,3.139812469482422,120.65252716064454,120.65252716064454,1.1398124694824219
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0062,2026-03-07,BIFUM,"Grãos, Farinhas e Massas",KG,0.0,0,18.613333333333333,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.003868924221023917,1.1868375539779663,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0098,2026-05-08,ACELGA,Legumes e Verduras,KG,0.0,0,8.17,6.0,1,0.0,0,6.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9998729228973389,3.4344732761383057,3.4344732761383057,3.4344732761383057,3.4344732761383057,28.059646666049957,28.059646666049957,-2.5655267238616943
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0028,2026-04-13,CHOCOLATE AMARGO,Chocolates e Cacau,KG,18.0,1,82.31666666666666,0.0,0,18.0,1,0.0,0,1481.6999999999998,XGBoost Classifier,XGBoost Regressor,0,0.0005534397205337882,-0.4929163157939911,0.0,-18.0,18.0,0.0,-1481.6999999999998,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0230,2026-03-21,PASTA DE ALHO,Temperos e Especiarias,KG,0.0,0,24.96,7.0,1,0.0,0,7.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9426705241203308,7.937069892883301,7.937069892883301,7.937069892883301,7.937069892883301,198.10926452636718,198.10926452636718,0.9370698928833008
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0195,2026-05-18,GELATINA EM PÓ SEM SABOR,Semi-prontos e Preparados,KG,0.0,0,97.46666666666664,0.5,1,0.0,0,0.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999324083328247,1.1012277603149414,1.1012277603149414,1.1012277603149414,1.1012277603149414,107.33299903869626,107.33299903869626,0.6012277603149414
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0204,2026-04-13,MIX DE GRÃOS,Semi-prontos e Preparados,KG,0.0,0,22.72666666666667,1.0,1,0.0,0,1.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9999340772628784,1.4056214094161987,1.4056214094161987,1.4056214094161987,1.4056214094161987,31.945089231332148,31.945089231332148,0.40562140941619873
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0105,2026-02-26,CEBOLINHA,Legumes e Verduras,KG,0.0,0,24.19,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0006045972695574164,0.937456488609314,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0238,2026-01-22,SAL DE COZINHA,Temperos e Especiarias,KG,0.0,0,4.66,12.0,1,0.0,0,12.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.6837955117225647,9.550799369812012,9.550799369812012,9.550799369812012,9.550799369812012,44.50672506332398,44.50672506332398,-2.4492006301879883
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0030,2026-02-11,CHOCOLATE BRANCO,Chocolates e Cacau,KG,0.0,0,89.30666666666667,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.13042663037776947,1.338284969329834,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0207,2026-01-02,NUGGETS DE FRANGO,Semi-prontos e Preparados,KG,0.0,0,43.60999999999999,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,3.856319381156936e-05,-0.4299467206001282,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0108,2026-04-13,COENTRO,Legumes e Verduras,KG,0.0,0,21.54,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00017579518316779286,0.1534208059310913,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0017,2026-03-26,EXTRATO DE BAUNILHA,Bebidas e Bases,L,0.0,0,113.36,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,9.952529217116535e-05,2.0697131156921387,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0058,2026-03-18,UVA PASSA BRANCA,Frutas Secas e Congeladas,KG,0.0,0,43.56,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0005234475247561932,-0.1773545742034912,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0159,2026-02-02,CLARA DE OVO,Proteínas,UND,0.0,0,1.19,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0007609262247569859,1288.1583251953125,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0232,2026-02-03,PASTA DE GOCHUJANG,Temperos e Especiarias,KG,0.0,0,84.235,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0005015451461076736,0.6124498844146729,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0008,2026-01-13,MEL DE AROEIRA,Açúcares e Mel,KG,0.0,0,99.14666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0004706568142864853,7.244621753692627,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0117,2026-01-26,SALSINHA,Legumes e Verduras,KG,0.0,0,23.965,0.5,1,0.0,0,0.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9998167157173157,0.6157759428024292,0.6157759428024292,0.6157759428024292,0.6157759428024292,14.757070469260215,14.757070469260215,0.1157759428024292
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0218,2026-02-13,SORVETE DE CREME,Semi-prontos e Preparados,KG,0.0,0,33.276666666666664,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0020519441459327936,6.332222938537598,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0167,2026-02-28,TOFU FIRME,Proteínas,KG,0.0,0,32.965,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00012883242743555456,10.876113891601562,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0143,2026-01-12,PISTACHE,Nozes e Sementes,KG,0.0,0,277.83500000000004,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.0015081737656146288,4.139516353607178,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0133,2026-05-04,CASTANHA DE CAJU,Nozes e Sementes,KG,0.0,0,100.50333333333332,1.5,1,0.0,0,1.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.999203622341156,0.8785823583602905,0.8785823583602905,0.8785823583602905,0.8785823583602905,88.30045562307038,88.30045562307038,-0.6214176416397095
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0172,2026-02-01,BATATA ASSADA,Semi-prontos e Preparados,KG,0.0,0,14.553333333333333,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.015396090224385262,1.8518588542938232,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0156,2026-01-16,CHARQUE DESFIADA,Proteínas,KG,0.0,0,76.49000000000001,0.5,1,0.0,0,0.5,1,0.0,XGBoost Classifier,XGBoost Regressor,0,0.11023078858852386,0.6880696415901184,0.0,0.0,0.0,0.0,0.0,-0.5
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0053,2026-02-16,HIBISCO SECO,Frutas Secas e Congeladas,KG,0.0,0,86.69333333333333,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,3.8050216062401887e-06,-0.3636219799518585,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0134,2026-02-21,CASTANHA DO PARÁ,Nozes e Sementes,KG,0.0,0,111.59333333333332,0.5,1,0.0,0,0.5,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9996121525764465,0.5299650430679321,0.5299650430679321,0.5299650430679321,0.5299650430679321,59.1405657060941,59.1405657060941,0.02996504306793213
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0150,2026-03-16,APARAS DE FRANGO,Proteínas,KG,0.0,0,22.41,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.027309169992804527,0.33001506328582764,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0076,2026-03-14,CREAM CHEESE,Laticínios,KG,0.0,0,49.35666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,6.627050606766716e-05,-4.4829421043396,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0133,2026-01-18,CASTANHA DE CAJU,Nozes e Sementes,KG,0.0,0,100.50333333333332,2.0,1,0.0,0,2.0,1,0.0,XGBoost Classifier,XGBoost Regressor,1,0.9997989535331726,0.668165922164917,0.668165922164917,0.668165922164917,0.668165922164917,67.15290239731469,67.15290239731469,-1.331834077835083
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0040,2026-03-11,MORANGO,Frutas Frescas,KG,0.0,0,22.63,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.006602075882256031,2.63140606880188,0.0,0.0,0.0,0.0,0.0,0.0
Distancia - Xgboost,01_knn,Distancia,xgboost,ING0026,2026-03-18,BRIGADEIRO MOLE,Chocolates e Cacau,KG,0.0,0,43.25666666666666,0.0,0,0.0,0,0.0,0,0.0,XGBoost Classifier,XGBoost Regressor,0,0.00011205359624000266,0.19823633134365082,0.0,0.0,0.0,0.0,0.0,0.0
