id,supplier_id,ingredient_id,qty,valor,data_pedido,status,data_prevista
PED000000007314,FOR0019,ING0084,17.0,354.88,2024-07-26,entregue,2024-07-28
PED000000007315,FOR0018,ING0085,0.5,21.69,2024-07-26,entregue,2024-07-31
PED000000007316,FOR0018,ING0092,21.0,1336.0,2024-07-26,entregue,2024-07-28
PED000000007317,FOR0019,ING0096,1.0,33.64,2024-07-26,entregue,2024-07-28
PED000000007318,FOR0018,ING0097,0.44,17.49,2024-07-26,entregue,2024-07-28
PED000000007319,FOR0007,ING0099,1.0,9.07,2024-07-26,entregue,2024-07-28
PED000000007320,FOR0007,ING0100,0.5,4.54,2024-07-26,entregue,2024-07-27
PED000000007321,FOR0023,ING0101,0.5,3.78,2024-07-26,entregue,2024-07-29
PED000000007322,FOR0023,ING0115,1.51,29.84,2024-07-26,entregue,2024-07-28
PED000000007323,FOR0009,ING0124,0.51,37.29,2024-07-26,entregue,2024-07-30
PED000000007324,FOR0009,ING0126,5.24,152.8,2024-07-26,entregue,2024-07-30
PED000000007325,FOR0009,ING0128,0.52,15.3,2024-07-26,entregue,2024-08-02
PED000000007326,FOR0016,ING0132,3.92,470.66,2024-07-26,entregue,2024-07-30
PED000000007327,FOR0006,ING0134,0.5,61.06,2024-07-26,entregue,2024-07-30
PED000000007328,FOR0025,ING0136,0.5,29.11,2024-07-26,entregue,2024-07-30
PED000000007329,FOR0025,ING0143,3.0,967.4,2024-07-26,entregue,2024-08-04
PED000000007330,FOR0025,ING0150,0.5,10.82,2024-07-26,entregue,2024-07-29
PED000000007331,FOR0008,ING0152,1.04,56.04,2024-07-26,entregue,2024-07-29
PED000000007332,FOR0008,ING0156,0.5,42.28,2024-07-26,entregue,2024-07-29
PED000000007333,FOR0008,ING0161,1.0,35.2,2024-07-26,entregue,2024-07-29
PED000000007334,FOR0008,ING0163,448.0,420.35,2024-07-26,entregue,2024-07-27
PED000000007335,FOR0008,ING0165,1.66,302.45,2024-07-26,entregue,2024-07-29
PED000000007336,FOR0008,ING0166,0.5,72.44,2024-07-26,entregue,2024-07-29
PED000000007337,FOR0018,ING0168,1.0,7.95,2024-07-26,entregue,2024-07-29
PED000000007338,FOR0025,ING0175,12.0,476.73,2024-07-26,entregue,2024-08-03
PED000000007339,FOR0014,ING0203,3.0,106.38,2024-07-26,entregue,2024-07-31
PED000000007340,FOR0018,ING0206,21.5,346.13,2024-07-26,entregue,2024-07-29
PED000000007341,FOR0018,ING0214,83.0,354.52,2024-07-26,entregue,2024-08-02
PED000000007342,FOR0014,ING0215,176.11,3208.2,2024-07-26,entregue,2024-07-29
PED000000007343,FOR0014,ING0218,16.0,561.37,2024-07-26,entregue,2024-07-29
PED000000007344,FOR0024,ING0221,6.5,205.62,2024-07-26,entregue,2024-07-30
PED000000007345,FOR0009,ING0227,0.5,11.65,2024-07-26,entregue,2024-07-30
PED000000007346,FOR0009,ING0239,0.49,29.94,2024-07-26,entregue,2024-07-30
PED000000007347,FOR0025,ING0240,1.39,67.26,2024-07-26,entregue,2024-07-30
PED000000007348,FOR0011,ING0024,5.5,20.38,2024-07-29,entregue,2024-08-01
PED000000007349,FOR0005,ING0059,1.22,14.95,2024-07-29,entregue,2024-08-02
PED000000007350,FOR0014,ING0203,4.0,163.49,2024-07-29,entregue,2024-08-01
PED000000007351,FOR0011,ING0024,7.5,22.25,2024-07-30,entregue,2024-08-02
PED000000007352,FOR0005,ING0059,1.5,16.39,2024-07-30,entregue,2024-08-03
PED000000007353,FOR0018,ING0203,3.5,123.02,2024-07-30,entregue,2024-08-02
PED000000007354,FOR0022,ING0003,1.0,11.59,2024-07-31,entregue,2024-08-06
PED000000007355,FOR0022,ING0008,17.5,1681.1,2024-07-31,entregue,2024-08-03
PED000000007356,FOR0011,ING0024,13.5,42.35,2024-07-31,entregue,2024-08-03
PED000000007357,FOR0019,ING0089,8.0,579.75,2024-07-31,entregue,2024-08-02
PED000000007358,FOR0007,ING0163,383.0,367.06,2024-07-31,entregue,2024-08-01
PED000000007359,FOR0001,ING0003,1.1,11.69,2024-08-01,entregue,2024-08-04
PED000000007360,FOR0001,ING0008,21.5,2214.79,2024-08-01,entregue,2024-08-04
PED000000007361,FOR0019,ING0089,8.0,732.5,2024-08-01,entregue,2024-08-05
PED000000007362,FOR0001,ING0001,1.0,5.48,2024-08-02,entregue,2024-08-05
PED000000007363,FOR0022,ING0003,1.0,12.14,2024-08-02,entregue,2024-08-05
PED000000007364,FOR0001,ING0005,0.5,8.14,2024-08-02,entregue,2024-08-05
PED000000007365,FOR0022,ING0007,0.91,44.85,2024-08-02,entregue,2024-08-05
PED000000007366,FOR0015,ING0008,19.0,1677.44,2024-08-02,entregue,2024-08-05
PED000000007367,FOR0011,ING0010,176.0,616.46,2024-08-02,entregue,2024-08-05
PED000000007368,FOR0011,ING0015,289.53,1477.68,2024-08-02,entregue,2024-08-05
PED000000007369,FOR0025,ING0018,224.21,1005.55,2024-08-02,entregue,2024-08-05
PED000000007370,FOR0021,ING0027,0.5,41.44,2024-08-02,entregue,2024-08-07
PED000000007371,FOR0003,ING0033,5.0,66.37,2024-08-02,entregue,2024-08-03
PED000000007372,FOR0007,ING0037,1.5,13.1,2024-08-02,entregue,2024-08-03
PED000000007373,FOR0003,ING0038,1.5,20.31,2024-08-02,entregue,2024-08-03
PED000000007374,FOR0007,ING0047,1.0,19.52,2024-08-02,entregue,2024-08-03
PED000000007375,FOR0013,ING0049,10.0,170.63,2024-08-02,entregue,2024-08-04
PED000000007376,FOR0003,ING0051,0.5,43.06,2024-08-02,entregue,2024-08-04
PED000000007377,FOR0013,ING0053,0.5,49.61,2024-08-02,entregue,2024-08-04
PED000000007378,FOR0018,ING0054,0.5,22.32,2024-08-02,entregue,2024-08-06
PED000000007379,FOR0005,ING0061,2.34,35.8,2024-08-02,entregue,2024-08-06
PED000000007380,FOR0005,ING0068,0.5,26.17,2024-08-02,entregue,2024-08-06
PED000000007381,FOR0004,ING0081,4.9,158.66,2024-08-02,entregue,2024-08-04
PED000000007382,FOR0004,ING0084,40.0,822.85,2024-08-02,entregue,2024-08-05
PED000000007383,FOR0004,ING0085,0.5,19.2,2024-08-02,entregue,2024-08-04
PED000000007384,FOR0019,ING0088,73.5,617.1,2024-08-02,entregue,2024-08-05
PED000000007385,FOR0018,ING0096,1.2,53.01,2024-08-02,entregue,2024-08-06
PED000000007386,FOR0018,ING0097,0.5,16.2,2024-08-02,entregue,2024-08-04
PED000000007387,FOR0007,ING0098,0.47,4.35,2024-08-02,entregue,2024-08-03
PED000000007388,FOR0023,ING0103,0.62,3.96,2024-08-02,entregue,2024-08-03
PED000000007389,FOR0007,ING0110,0.53,17.33,2024-08-02,entregue,2024-08-04
PED000000007390,FOR0023,ING0114,0.5,3.7,2024-08-02,entregue,2024-08-03
PED000000007391,FOR0007,ING0115,2.0,34.82,2024-08-02,entregue,2024-08-03
PED000000007392,FOR0012,ING0124,0.5,38.08,2024-08-02,entregue,2024-08-06
PED000000007393,FOR0009,ING0125,1.5,59.3,2024-08-02,entregue,2024-08-06
PED000000007394,FOR0012,ING0126,9.5,267.34,2024-08-02,entregue,2024-08-06
PED000000007395,FOR0025,ING0151,1.0,85.45,2024-08-02,entregue,2024-08-10
PED000000007396,FOR0025,ING0152,0.93,44.29,2024-08-02,entregue,2024-08-05
PED000000007397,FOR0008,ING0161,4.5,169.01,2024-08-02,entregue,2024-08-05
PED000000007398,FOR0008,ING0165,1.5,327.87,2024-08-02,entregue,2024-08-05
PED000000007399,FOR0008,ING0166,0.5,66.86,2024-08-02,entregue,2024-08-05
PED000000007400,FOR0018,ING0189,2.0,67.16,2024-08-02,entregue,2024-08-05
PED000000007401,FOR0018,ING0190,23.0,279.0,2024-08-02,entregue,2024-08-07
PED000000007402,FOR0014,ING0214,150.0,534.08,2024-08-02,entregue,2024-08-09
PED000000007403,FOR0025,ING0225,0.43,133.4,2024-08-02,entregue,2024-08-06
PED000000007404,FOR0024,ING0227,0.5,12.33,2024-08-02,entregue,2024-08-06
PED000000007405,FOR0010,ING0240,4.0,147.06,2024-08-02,entregue,2024-08-13
PED000000007406,FOR0010,ING0241,0.5,11.46,2024-08-02,entregue,2024-08-06
PED000000007407,FOR0002,ING0027,1.32,83.51,2024-08-05,entregue,2024-08-09
PED000000007408,FOR0016,ING0061,7.5,113.98,2024-08-05,entregue,2024-08-09
PED000000007409,FOR0009,ING0126,30.0,894.3,2024-08-05,entregue,2024-08-09
PED000000007410,FOR0007,ING0163,256.37,240.99,2024-08-05,entregue,2024-08-06
PED000000007411,FOR0010,ING0240,7.0,289.33,2024-08-05,entregue,2024-08-10
PED000000007412,FOR0014,ING0027,1.5,147.32,2024-08-06,entregue,2024-08-10
PED000000007413,FOR0003,ING0057,389.42,4992.15,2024-08-06,entregue,2024-08-08
PED000000007414,FOR0025,ING0070,50.0,897.68,2024-08-06,entregue,2024-08-10
PED000000007415,FOR0025,ING0240,8.5,377.68,2024-08-06,entregue,2024-08-10
PED000000007416,FOR0014,ING0027,2.0,193.83,2024-08-07,entregue,2024-08-11
PED000000007417,FOR0014,ING0028,24.0,2118.26,2024-08-07,entregue,2024-08-11
PED000000007418,FOR0007,ING0040,18.0,442.63,2024-08-07,entregue,2024-08-08
PED000000007419,FOR0007,ING0043,46.0,542.2,2024-08-07,entregue,2024-08-09
PED000000007420,FOR0003,ING0049,22.5,426.61,2024-08-07,entregue,2024-08-09
PED000000007421,FOR0013,ING0057,469.0,6133.07,2024-08-07,entregue,2024-08-09
PED000000007422,FOR0005,ING0061,8.0,113.74,2024-08-07,entregue,2024-08-11
PED000000007423,FOR0005,ING0070,66.0,1135.42,2024-08-07,entregue,2024-08-11
PED000000007424,FOR0004,ING0089,7.68,635.75,2024-08-07,entregue,2024-08-09
PED000000007425,FOR0007,ING0115,3.81,80.42,2024-08-07,entregue,2024-08-08
PED000000007426,FOR0025,ING0128,9.5,336.91,2024-08-07,entregue,2024-08-11
PED000000007427,FOR0008,ING0160,4.28,151.43,2024-08-07,entregue,2024-08-10
PED000000007428,FOR0008,ING0163,399.04,276.81,2024-08-07,entregue,2024-08-08
PED000000007429,FOR0018,ING0172,11.5,168.59,2024-08-07,entregue,2024-08-10
PED000000007430,FOR0014,ING0206,202.73,2248.37,2024-08-07,entregue,2024-08-10
PED000000007431,FOR0018,ING0218,135.5,4977.36,2024-08-07,entregue,2024-08-10
PED000000007432,FOR0024,ING0238,3.0,14.09,2024-08-07,entregue,2024-08-22
PED000000007433,FOR0010,ING0240,9.5,410.36,2024-08-07,entregue,2024-08-11
PED000000007434,FOR0001,ING0002,6.0,76.4,2024-08-08,entregue,2024-08-11
PED000000007435,FOR0001,ING0003,1.53,18.14,2024-08-08,entregue,2024-08-11
PED000000007436,FOR0001,ING0007,1.6,72.9,2024-08-08,entregue,2024-08-11
PED000000007437,FOR0011,ING0015,554.0,2974.02,2024-08-08,entregue,2024-08-11
PED000000007438,FOR0014,ING0027,3.0,251.69,2024-08-08,entregue,2024-08-12
PED000000007439,FOR0014,ING0028,14.5,1476.23,2024-08-08,entregue,2024-08-12
PED000000007440,FOR0007,ING0037,2.92,26.99,2024-08-08,entregue,2024-08-10
PED000000007441,FOR0007,ING0038,4.5,78.97,2024-08-08,entregue,2024-08-09
PED000000007442,FOR0003,ING0043,44.5,569.99,2024-08-08,entregue,2024-08-09
PED000000007443,FOR0007,ING0045,62.47,822.91,2024-08-08,entregue,2024-08-10
PED000000007444,FOR0018,ING0048,14.5,379.47,2024-08-08,entregue,2024-08-10
PED000000007445,FOR0003,ING0049,21.0,463.62,2024-08-08,entregue,2024-08-10
PED000000007446,FOR0018,ING0052,54.5,908.03,2024-08-08,entregue,2024-08-11
PED000000007447,FOR0018,ING0057,433.93,6399.83,2024-08-08,entregue,2024-08-11
PED000000007448,FOR0005,ING0061,6.0,76.72,2024-08-08,entregue,2024-08-12
PED000000007449,FOR0025,ING0070,52.5,858.23,2024-08-08,entregue,2024-08-14
PED000000007450,FOR0019,ING0084,311.6,5016.21,2024-08-08,entregue,2024-08-10
PED000000007451,FOR0019,ING0089,11.5,805.86,2024-08-08,entregue,2024-08-10
PED000000007452,FOR0004,ING0096,5.5,190.41,2024-08-08,entregue,2024-08-10
PED000000007453,FOR0007,ING0110,4.5,179.61,2024-08-08,entregue,2024-08-09
PED000000007454,FOR0007,ING0116,2.0,55.65,2024-08-08,entregue,2024-08-10
PED000000007455,FOR0012,ING0124,1.5,110.0,2024-08-08,entregue,2024-08-19
PED000000007456,FOR0025,ING0126,23.22,903.52,2024-08-08,entregue,2024-08-12
PED000000007457,FOR0025,ING0128,8.0,325.34,2024-08-08,entregue,2024-08-12
PED000000007458,FOR0025,ING0143,14.47,3316.37,2024-08-08,entregue,2024-08-12
PED000000007459,FOR0008,ING0152,3.93,168.13,2024-08-08,entregue,2024-08-11
PED000000007460,FOR0025,ING0154,49.0,6284.18,2024-08-08,entregue,2024-08-11
PED000000007461,FOR0008,ING0159,1113.25,990.97,2024-08-08,entregue,2024-08-09
PED000000007462,FOR0008,ING0160,3.5,112.86,2024-08-08,entregue,2024-08-11
PED000000007463,FOR0008,ING0161,6.76,244.4,2024-08-08,entregue,2024-08-18
PED000000007464,FOR0008,ING0163,538.0,413.24,2024-08-08,entregue,2024-08-09
PED000000007465,FOR0008,ING0165,4.71,904.76,2024-08-08,entregue,2024-08-11
PED000000007466,FOR0025,ING0166,1.5,246.0,2024-08-08,entregue,2024-08-11
PED000000007467,FOR0025,ING0172,9.5,148.5,2024-08-08,entregue,2024-08-11
PED000000007468,FOR0018,ING0192,45.5,771.98,2024-08-08,entregue,2024-08-11
PED000000007469,FOR0018,ING0194,2.48,230.21,2024-08-08,entregue,2024-08-11
PED000000007470,FOR0018,ING0195,1.64,179.61,2024-08-08,entregue,2024-08-11
PED000000007471,FOR0014,ING0203,23.46,886.83,2024-08-08,entregue,2024-08-11
PED000000007472,FOR0014,ING0206,166.5,2247.37,2024-08-08,entregue,2024-08-11
PED000000007473,FOR0018,ING0214,305.0,1085.95,2024-08-08,entregue,2024-08-11
PED000000007474,FOR0018,ING0218,133.5,4363.94,2024-08-08,entregue,2024-08-11
PED000000007475,FOR0025,ING0238,4.0,17.81,2024-08-08,entregue,2024-08-24
PED000000007476,FOR0010,ING0240,7.85,362.28,2024-08-08,entregue,2024-08-15
PED000000007477,FOR0001,ING0001,1.02,6.3,2024-08-09,entregue,2024-08-18
PED000000007478,FOR0022,ING0002,5.5,79.73,2024-08-09,entregue,2024-08-12
PED000000007479,FOR0001,ING0003,1.5,16.44,2024-08-09,entregue,2024-08-12
PED000000007480,FOR0025,ING0005,0.5,7.61,2024-08-09,entregue,2024-08-12
PED000000007481,FOR0015,ING0007,1.5,47.34,2024-08-09,entregue,2024-08-12
PED000000007482,FOR0011,ING0012,34.58,1034.33,2024-08-09,entregue,2024-08-12
PED000000007483,FOR0011,ING0015,567.0,2602.19,2024-08-09,entregue,2024-08-12
PED000000007484,FOR0020,ING0016,0.49,49.38,2024-08-09,entregue,2024-08-12
PED000000007485,FOR0020,ING0019,254.0,425.28,2024-08-09,entregue,2024-08-12
PED000000007486,FOR0025,ING0024,10.0,42.52,2024-08-09,entregue,2024-08-12
PED000000007487,FOR0002,ING0027,1.0,70.95,2024-08-09,entregue,2024-08-13
PED000000007488,FOR0002,ING0028,15.0,1239.69,2024-08-09,entregue,2024-08-13
PED000000007489,FOR0021,ING0030,13.0,1059.55,2024-08-09,entregue,2024-08-13
PED000000007490,FOR0007,ING0033,4.91,63.33,2024-08-09,entregue,2024-08-10
PED000000007491,FOR0003,ING0036,1.0,16.2,2024-08-09,entregue,2024-08-11
PED000000007492,FOR0003,ING0037,2.5,21.0,2024-08-09,entregue,2024-08-10
PED000000007493,FOR0007,ING0039,0.5,16.63,2024-08-09,entregue,2024-08-10
PED000000007494,FOR0003,ING0041,0.5,13.06,2024-08-09,entregue,2024-08-12
PED000000007495,FOR0003,ING0045,52.5,588.66,2024-08-09,entregue,2024-08-11
PED000000007496,FOR0003,ING0046,0.5,2.96,2024-08-09,entregue,2024-08-11
PED000000007497,FOR0007,ING0047,0.5,9.29,2024-08-09,entregue,2024-08-10
PED000000007498,FOR0003,ING0048,13.98,364.36,2024-08-09,entregue,2024-08-11
PED000000007499,FOR0003,ING0052,48.0,730.53,2024-08-09,entregue,2024-08-11
PED000000007500,FOR0013,ING0055,0.52,18.61,2024-08-09,entregue,2024-08-11
PED000000007501,FOR0025,ING0059,2.64,31.59,2024-08-09,entregue,2024-08-15
PED000000007502,FOR0016,ING0062,4.5,82.75,2024-08-09,entregue,2024-08-13
PED000000007503,FOR0005,ING0069,51.42,1611.56,2024-08-09,entregue,2024-08-13
PED000000007504,FOR0016,ING0070,48.5,867.24,2024-08-09,entregue,2024-08-13
PED000000007505,FOR0005,ING0071,4.17,76.0,2024-08-09,entregue,2024-08-13
PED000000007506,FOR0004,ING0076,16.9,758.56,2024-08-09,entregue,2024-08-11
PED000000007507,FOR0018,ING0083,2.0,214.04,2024-08-09,entregue,2024-08-11
PED000000007508,FOR0018,ING0084,268.12,5562.57,2024-08-09,entregue,2024-08-11
PED000000007509,FOR0019,ING0085,0.58,22.49,2024-08-09,entregue,2024-08-11
PED000000007510,FOR0004,ING0087,4.55,199.78,2024-08-09,entregue,2024-08-11
PED000000007511,FOR0019,ING0088,110.5,946.41,2024-08-09,entregue,2024-08-11
PED000000007512,FOR0018,ING0090,4.0,311.79,2024-08-09,entregue,2024-08-12
PED000000007513,FOR0023,ING0100,0.5,4.32,2024-08-09,entregue,2024-08-10
PED000000007514,FOR0023,ING0104,3.0,31.74,2024-08-09,entregue,2024-08-10
PED000000007515,FOR0023,ING0108,0.5,10.43,2024-08-09,entregue,2024-08-10
PED000000007516,FOR0007,ING0115,3.5,64.31,2024-08-09,entregue,2024-08-10
PED000000007517,FOR0023,ING0116,1.5,35.12,2024-08-09,entregue,2024-08-11
PED000000007518,FOR0009,ING0124,1.0,88.7,2024-08-09,entregue,2024-08-13
PED000000007519,FOR0009,ING0127,1.0,69.76,2024-08-09,entregue,2024-08-17
PED000000007520,FOR0025,ING0128,7.51,318.96,2024-08-09,entregue,2024-08-13
PED000000007521,FOR0006,ING0136,0.5,23.94,2024-08-09,entregue,2024-08-24
PED000000007522,FOR0006,ING0137,0.5,28.36,2024-08-09,entregue,2024-08-13
PED000000007523,FOR0006,ING0143,14.5,3969.93,2024-08-09,entregue,2024-08-13
PED000000007524,FOR0006,ING0147,0.5,12.07,2024-08-09,entregue,2024-08-13
PED000000007525,FOR0025,ING0149,0.5,24.25,2024-08-09,entregue,2024-08-13
PED000000007526,FOR0025,ING0150,0.5,10.14,2024-08-09,entregue,2024-08-12
PED000000007527,FOR0008,ING0152,4.0,201.47,2024-08-09,entregue,2024-08-12
PED000000007528,FOR0008,ING0154,45.5,4273.92,2024-08-09,entregue,2024-08-12
PED000000007529,FOR0008,ING0159,11.0,14.02,2024-08-09,entregue,2024-08-10
PED000000007530,FOR0025,ING0160,2.0,73.01,2024-08-09,entregue,2024-08-12
PED000000007531,FOR0025,ING0161,5.0,167.33,2024-08-09,entregue,2024-08-19
PED000000007532,FOR0008,ING0165,5.0,1170.2,2024-08-09,entregue,2024-08-12
PED000000007533,FOR0008,ING0166,1.38,196.01,2024-08-09,entregue,2024-08-12
PED000000007534,FOR0014,ING0189,1.5,43.44,2024-08-09,entregue,2024-08-12
PED000000007535,FOR0018,ING0190,10.34,148.48,2024-08-09,entregue,2024-08-12
PED000000007536,FOR0018,ING0192,39.5,890.39,2024-08-09,entregue,2024-08-12
PED000000007537,FOR0014,ING0194,1.07,82.71,2024-08-09,entregue,2024-08-12
PED000000007538,FOR0014,ING0195,1.9,176.74,2024-08-09,entregue,2024-08-12
PED000000007539,FOR0018,ING0202,8.0,282.78,2024-08-09,entregue,2024-08-12
PED000000007540,FOR0025,ING0204,1.0,23.09,2024-08-09,entregue,2024-08-12
PED000000007541,FOR0018,ING0206,143.5,2283.09,2024-08-09,entregue,2024-08-14
PED000000007542,FOR0014,ING0214,182.6,855.61,2024-08-09,entregue,2024-08-12
PED000000007543,FOR0014,ING0218,129.5,3817.21,2024-08-09,entregue,2024-08-12
PED000000007544,FOR0014,ING0220,14.5,444.91,2024-08-09,entregue,2024-08-12
PED000000007545,FOR0025,ING0222,3.5,86.11,2024-08-09,entregue,2024-08-13
PED000000007546,FOR0025,ING0227,0.5,13.53,2024-08-09,entregue,2024-08-13
PED000000007547,FOR0009,ING0234,0.53,59.72,2024-08-09,entregue,2024-08-13
PED000000007548,FOR0009,ING0237,0.5,28.34,2024-08-09,entregue,2024-08-13
PED000000007549,FOR0025,ING0238,10.27,59.95,2024-08-09,entregue,2024-08-27
PED000000007550,FOR0009,ING0239,0.5,29.63,2024-08-09,entregue,2024-08-13
PED000000007551,FOR0025,ING0240,6.5,320.04,2024-08-09,entregue,2024-08-17
PED000000007552,FOR0002,ING0030,9.0,756.7,2024-08-12,entregue,2024-08-16
PED000000007553,FOR0007,ING0047,1.31,23.7,2024-08-12,entregue,2024-08-13
PED000000007554,FOR0005,ING0059,2.0,26.26,2024-08-12,entregue,2024-08-16
PED000000007555,FOR0005,ING0062,4.5,88.4,2024-08-12,entregue,2024-08-16
PED000000007556,FOR0005,ING0069,14.0,444.5,2024-08-12,entregue,2024-08-16
PED000000007557,FOR0025,ING0071,14.3,255.17,2024-08-12,entregue,2024-08-16
PED000000007558,FOR0025,ING0124,2.13,185.4,2024-08-12,entregue,2024-08-18
PED000000007559,FOR0025,ING0161,3.52,144.2,2024-08-12,entregue,2024-08-15
PED000000007560,FOR0008,ING0163,627.0,492.43,2024-08-12,entregue,2024-08-13
PED000000007561,FOR0014,ING0178,629.43,20632.39,2024-08-12,entregue,2024-08-15
PED000000007562,FOR0025,ING0221,15.0,426.52,2024-08-12,entregue,2024-08-27
PED000000007563,FOR0009,ING0222,3.26,87.8,2024-08-12,entregue,2024-08-16
PED000000007564,FOR0025,ING0231,1.5,42.24,2024-08-12,entregue,2024-08-16
PED000000007565,FOR0024,ING0234,0.53,68.64,2024-08-12,entregue,2024-08-16
PED000000007566,FOR0025,ING0238,14.05,68.44,2024-08-12,entregue,2024-08-16
PED000000007567,FOR0005,ING0059,2.0,26.41,2024-08-13,entregue,2024-08-17
PED000000007568,FOR0004,ING0083,2.0,171.04,2024-08-13,entregue,2024-08-15
PED000000007569,FOR0023,ING0104,2.0,17.78,2024-08-13,entregue,2024-08-14
PED000000007570,FOR0007,ING0115,3.0,61.86,2024-08-13,entregue,2024-08-14
PED000000007571,FOR0025,ING0161,4.0,157.97,2024-08-13,entregue,2024-08-16
PED000000007572,FOR0018,ING0178,733.18,26826.89,2024-08-13,entregue,2024-08-16
PED000000007573,FOR0025,ING0221,20.0,633.36,2024-08-13,entregue,2024-08-27
PED000000007574,FOR0024,ING0231,1.5,44.37,2024-08-13,entregue,2024-08-17
PED000000007575,FOR0025,ING0238,14.89,77.35,2024-08-13,entregue,2024-08-17
PED000000007576,FOR0007,ING0042,0.5,6.24,2024-08-14,entregue,2024-08-15
PED000000007577,FOR0005,ING0059,1.93,25.03,2024-08-14,entregue,2024-08-19
PED000000007578,FOR0004,ING0083,2.5,240.15,2024-08-14,entregue,2024-08-16
PED000000007579,FOR0023,ING0110,2.0,65.32,2024-08-14,entregue,2024-08-15
PED000000007580,FOR0008,ING0161,5.0,157.92,2024-08-14,entregue,2024-08-17
PED000000007581,FOR0014,ING0178,783.48,24271.82,2024-08-14,entregue,2024-08-17
PED000000007582,FOR0025,ING0221,16.5,434.02,2024-08-14,entregue,2024-08-18
PED000000007583,FOR0025,ING0231,1.5,38.72,2024-08-14,entregue,2024-08-18
PED000000007584,FOR0025,ING0238,11.55,66.94,2024-08-14,entregue,2024-08-18
PED000000007585,FOR0019,ING0078,6.5,128.85,2024-08-15,entregue,2024-08-17
PED000000007586,FOR0004,ING0089,12.5,873.71,2024-08-15,entregue,2024-08-17
PED000000007587,FOR0007,ING0159,512.0,723.34,2024-08-15,entregue,2024-08-16
PED000000007588,FOR0025,ING0221,15.5,529.89,2024-08-15,entregue,2024-08-19
PED000000007589,FOR0025,ING0231,1.5,41.81,2024-08-15,entregue,2024-08-19
PED000000007590,FOR0025,ING0238,5.0,26.52,2024-08-15,entregue,2024-08-19
PED000000007591,FOR0001,ING0001,1.5,9.77,2024-08-16,entregue,2024-08-19
PED000000007592,FOR0001,ING0002,1.0,14.42,2024-08-16,entregue,2024-08-19
PED000000007593,FOR0011,ING0011,0.5,47.86,2024-08-16,entregue,2024-08-19
PED000000007594,FOR0020,ING0019,233.0,494.48,2024-08-16,entregue,2024-08-19
PED000000007595,FOR0020,ING0024,7.86,23.75,2024-08-16,entregue,2024-08-19
PED000000007596,FOR0021,ING0030,0.5,41.74,2024-08-16,entregue,2024-08-20
PED000000007597,FOR0003,ING0033,2.11,23.45,2024-08-16,entregue,2024-08-17
PED000000007598,FOR0003,ING0034,1.5,14.14,2024-08-16,entregue,2024-08-17
PED000000007599,FOR0003,ING0036,0.5,7.33,2024-08-16,entregue,2024-08-17
PED000000007600,FOR0007,ING0038,2.0,33.84,2024-08-16,entregue,2024-08-17
PED000000007601,FOR0007,ING0042,0.5,7.63,2024-08-16,entregue,2024-08-17
PED000000007602,FOR0007,ING0044,0.5,5.78,2024-08-16,entregue,2024-08-17
PED000000007603,FOR0023,ING0046,0.5,3.58,2024-08-16,entregue,2024-08-17
PED000000007604,FOR0003,ING0047,0.5,7.8,2024-08-16,entregue,2024-08-17
PED000000007605,FOR0018,ING0050,0.5,43.25,2024-08-16,entregue,2024-08-18
PED000000007606,FOR0005,ING0060,0.97,7.73,2024-08-16,entregue,2024-08-20
PED000000007607,FOR0016,ING0064,0.5,6.43,2024-08-16,entregue,2024-08-20
PED000000007608,FOR0005,ING0071,9.5,148.26,2024-08-16,entregue,2024-08-20
PED000000007609,FOR0004,ING0078,7.71,178.92,2024-08-16,entregue,2024-08-18
PED000000007610,FOR0004,ING0083,0.5,41.04,2024-08-16,entregue,2024-08-19
PED000000007611,FOR0004,ING0088,52.0,314.14,2024-08-16,entregue,2024-08-18
PED000000007612,FOR0004,ING0089,12.5,1069.55,2024-08-16,entregue,2024-08-18
PED000000007613,FOR0019,ING0092,7.5,344.33,2024-08-16,entregue,2024-08-18
PED000000007614,FOR0004,ING0093,3.89,454.55,2024-08-16,entregue,2024-08-18
PED000000007615,FOR0004,ING0097,0.5,15.71,2024-08-16,entregue,2024-08-18
PED000000007616,FOR0007,ING0104,1.5,17.17,2024-08-16,entregue,2024-08-17
PED000000007617,FOR0023,ING0106,1.61,11.2,2024-08-16,entregue,2024-08-17
PED000000007618,FOR0023,ING0109,0.5,8.91,2024-08-16,entregue,2024-08-19
PED000000007619,FOR0023,ING0110,1.45,47.61,2024-08-16,entregue,2024-08-17
PED000000007620,FOR0023,ING0111,5.0,208.97,2024-08-16,entregue,2024-08-17
PED000000007621,FOR0023,ING0113,0.5,2.94,2024-08-16,entregue,2024-08-17
PED000000007622,FOR0023,ING0115,2.0,35.28,2024-08-16,entregue,2024-08-17
PED000000007623,FOR0009,ING0127,1.0,55.08,2024-08-16,entregue,2024-08-20
PED000000007624,FOR0006,ING0134,0.44,49.82,2024-08-16,entregue,2024-08-20
PED000000007625,FOR0006,ING0136,0.5,19.32,2024-08-16,entregue,2024-08-20
PED000000007626,FOR0025,ING0142,5.5,1865.65,2024-08-16,entregue,2024-08-20
PED000000007627,FOR0025,ING0150,0.5,11.13,2024-08-16,entregue,2024-08-19
PED000000007628,FOR0025,ING0156,0.5,39.47,2024-08-16,entregue,2024-08-19
PED000000007629,FOR0008,ING0159,269.0,244.53,2024-08-16,entregue,2024-08-17
