id,date_time,ingredient_id,quantity
EST000199173,2025-03-27 20:00:00,ING0069,49.86
EST000199174,2025-03-27 20:00:00,ING0070,0.52
EST000199175,2025-03-27 20:00:00,ING0071,62.44
EST000199176,2025-03-27 20:00:00,ING0072,0.25
EST000199177,2025-03-27 20:00:00,ING0073,0.0
EST000199178,2025-03-27 20:00:00,ING0074,0.0
EST000199179,2025-03-27 20:00:00,ING0075,0.04
EST000199180,2025-03-27 20:00:00,ING0076,360.0
EST000199181,2025-03-27 20:00:00,ING0077,36.0
EST000199182,2025-03-27 20:00:00,ING0078,0.11
EST000199183,2025-03-27 20:00:00,ING0079,82.18
EST000199184,2025-03-27 20:00:00,ING0080,11.48
EST000199185,2025-03-27 20:00:00,ING0081,72.0
EST000199186,2025-03-27 20:00:00,ING0082,110.73
EST000199187,2025-03-27 20:00:00,ING0083,8.44
EST000199188,2025-03-27 20:00:00,ING0084,116.1
EST000199189,2025-03-27 20:00:00,ING0085,0.25
EST000199190,2025-03-27 20:00:00,ING0086,684.0
EST000199191,2025-03-27 20:00:00,ING0087,9.0
EST000199192,2025-03-27 20:00:00,ING0088,172.1
EST000199193,2025-03-27 20:00:00,ING0089,72.0
EST000199194,2025-03-27 20:00:00,ING0090,8.44
EST000199195,2025-03-27 20:00:00,ING0091,15.52
EST000199196,2025-03-27 20:00:00,ING0092,53.84
EST000199197,2025-03-27 20:00:00,ING0093,13.72
EST000199198,2025-03-27 20:00:00,ING0094,0.07
EST000199199,2025-03-27 20:00:00,ING0095,0.3
EST000199200,2025-03-27 20:00:00,ING0096,10.46
EST000199201,2025-03-27 20:00:00,ING0097,0.25
EST000199202,2025-03-27 20:00:00,ING0098,0.25
EST000199203,2025-03-27 20:00:00,ING0099,0.75
EST000199204,2025-03-27 20:00:00,ING0100,0.25
EST000199205,2025-03-27 20:00:00,ING0101,0.25
EST000199206,2025-03-27 20:00:00,ING0102,3.71
EST000199207,2025-03-27 20:00:00,ING0103,0.25
EST000199208,2025-03-27 20:00:00,ING0104,7.76
EST000199209,2025-03-27 20:00:00,ING0105,5.62
EST000199210,2025-03-27 20:00:00,ING0106,20.7
EST000199211,2025-03-27 20:00:00,ING0107,0.04
EST000199212,2025-03-27 20:00:00,ING0108,0.25
EST000199213,2025-03-27 20:00:00,ING0109,0.25
EST000199214,2025-03-27 20:00:00,ING0110,16.2
EST000199215,2025-03-27 20:00:00,ING0111,0.12
EST000199216,2025-03-27 20:00:00,ING0112,0.25
EST000199217,2025-03-27 20:00:00,ING0113,0.25
EST000199218,2025-03-27 20:00:00,ING0114,0.25
EST000199219,2025-03-27 20:00:00,ING0115,6.08
EST000199220,2025-03-27 20:00:00,ING0116,4.05
EST000199221,2025-03-27 20:00:00,ING0117,0.0
EST000199222,2025-03-27 20:00:00,ING0118,0.25
EST000199223,2025-03-27 20:00:00,ING0119,9.18
EST000199224,2025-03-27 20:00:00,ING0120,53.78
EST000199225,2025-03-27 20:00:00,ING0121,8.1
EST000199226,2025-03-27 20:00:00,ING0122,84.51
EST000199227,2025-03-27 20:00:00,ING0123,17.89
EST000199228,2025-03-27 20:00:00,ING0124,10.8
EST000199229,2025-03-27 20:00:00,ING0125,0.0
EST000199230,2025-03-27 20:00:00,ING0126,42.19
EST000199231,2025-03-27 20:00:00,ING0127,0.25
EST000199232,2025-03-27 20:00:00,ING0128,21.38
EST000199233,2025-03-27 20:00:00,ING0129,7.76
EST000199234,2025-03-27 20:00:00,ING0130,0.25
EST000199235,2025-03-27 20:00:00,ING0131,6.08
EST000199236,2025-03-27 20:00:00,ING0132,11.34
EST000199237,2025-03-27 20:00:00,ING0133,0.75
EST000199238,2025-03-27 20:00:00,ING0134,0.25
EST000199239,2025-03-27 20:00:00,ING0135,0.25
EST000199240,2025-03-27 20:00:00,ING0136,0.25
EST000199241,2025-03-27 20:00:00,ING0137,0.25
EST000199242,2025-03-27 20:00:00,ING0138,0.25
EST000199243,2025-03-27 20:00:00,ING0139,21.38
EST000199244,2025-03-27 20:00:00,ING0140,3.15
EST000199245,2025-03-27 20:00:00,ING0141,6.9
EST000199246,2025-03-27 20:00:00,ING0142,0.24
EST000199247,2025-03-27 20:00:00,ING0143,19.69
EST000199248,2025-03-27 20:00:00,ING0144,17.99
EST000199249,2025-03-27 20:00:00,ING0145,0.25
EST000199250,2025-03-27 20:00:00,ING0146,0.75
EST000199251,2025-03-27 20:00:00,ING0147,0.25
EST000199252,2025-03-27 20:00:00,ING0148,0.25
EST000199253,2025-03-27 20:00:00,ING0149,0.0
EST000199254,2025-03-27 20:00:00,ING0150,0.25
EST000199255,2025-03-27 20:00:00,ING0151,0.25
EST000199256,2025-03-27 20:00:00,ING0152,6.98
EST000199257,2025-03-27 20:00:00,ING0153,0.25
EST000199258,2025-03-27 20:00:00,ING0154,52.65
EST000199259,2025-03-27 20:00:00,ING0155,14.06
EST000199260,2025-03-27 20:00:00,ING0156,0.25
EST000199261,2025-03-27 20:00:00,ING0157,112.5
EST000199262,2025-03-27 20:00:00,ING0158,382.0
EST000199263,2025-03-27 20:00:00,ING0159,2437.0
EST000199264,2025-03-27 20:00:00,ING0160,12.15
EST000199265,2025-03-27 20:00:00,ING0161,13.5
EST000199266,2025-03-27 20:00:00,ING0162,562.0
EST000199267,2025-03-27 20:00:00,ING0163,0.0
EST000199268,2025-03-27 20:00:00,ING0164,0.1
EST000199269,2025-03-27 20:00:00,ING0165,0.07
EST000199270,2025-03-27 20:00:00,ING0166,3.82
EST000199271,2025-03-27 20:00:00,ING0167,213.75
EST000199272,2025-03-27 20:00:00,ING0168,0.25
EST000199273,2025-03-27 20:00:00,ING0169,19.13
EST000199274,2025-03-27 20:00:00,ING0170,37.12
EST000199275,2025-03-27 20:00:00,ING0171,101.25
EST000199276,2025-03-27 20:00:00,ING0172,13.95
EST000199277,2025-03-27 20:00:00,ING0173,35.1
EST000199278,2025-03-27 20:00:00,ING0174,0.36
EST000199279,2025-03-27 20:00:00,ING0175,67.5
EST000199280,2025-03-27 20:00:00,ING0176,180.0
EST000199281,2025-03-27 20:00:00,ING0177,1012.0
EST000199282,2025-03-27 20:00:00,ING0178,844.0
EST000199283,2025-03-27 20:00:00,ING0179,158.0
EST000199284,2025-03-27 20:00:00,ING0180,450.0
EST000199285,2025-03-27 20:00:00,ING0181,27.0
EST000199286,2025-03-27 20:00:00,ING0182,0.37
EST000199287,2025-03-27 20:00:00,ING0183,0.03
EST000199288,2025-03-27 20:00:00,ING0184,11.59
EST000199289,2025-03-27 20:00:00,ING0185,1950.0
EST000199290,2025-03-27 20:00:00,ING0186,24.98
EST000199291,2025-03-27 20:00:00,ING0187,8.44
EST000199292,2025-03-27 20:00:00,ING0188,540.0
EST000199293,2025-03-27 20:00:00,ING0189,0.04
EST000199294,2025-03-27 20:00:00,ING0190,33.75
EST000199295,2025-03-27 20:00:00,ING0191,285.0
EST000199296,2025-03-27 20:00:00,ING0192,0.8
EST000199297,2025-03-27 20:00:00,ING0193,25.38
EST000199298,2025-03-27 20:00:00,ING0194,2.03
EST000199299,2025-03-27 20:00:00,ING0195,2.25
EST000199300,2025-03-27 20:00:00,ING0196,32.15
EST000199301,2025-03-27 20:00:00,ING0197,236.25
EST000199302,2025-03-27 20:00:00,ING0198,16.2
EST000199303,2025-03-27 20:00:00,ING0199,0.25
EST000199304,2025-03-27 20:00:00,ING0200,19.38
EST000199305,2025-03-27 20:00:00,ING0201,0.25
EST000199306,2025-03-27 20:00:00,ING0202,101.25
EST000199307,2025-03-27 20:00:00,ING0203,23.62
EST000199308,2025-03-27 20:00:00,ING0204,3.38
EST000199309,2025-03-27 20:00:00,ING0205,4.5
EST000199310,2025-03-27 20:00:00,ING0206,283.5
EST000199311,2025-03-27 20:00:00,ING0207,11.25
EST000199312,2025-03-27 20:00:00,ING0208,450.0
EST000199313,2025-03-27 20:00:00,ING0209,450.0
EST000199314,2025-03-27 20:00:00,ING0210,169.0
EST000199315,2025-03-27 20:00:00,ING0211,225.0
EST000199316,2025-03-27 20:00:00,ING0212,0.0
EST000199317,2025-03-27 20:00:00,ING0213,14.81
EST000199318,2025-03-27 20:00:00,ING0214,0.0
EST000199319,2025-03-27 20:00:00,ING0215,206.71
EST000199320,2025-03-27 20:00:00,ING0216,292.0
EST000199321,2025-03-27 20:00:00,ING0217,47.25
EST000199322,2025-03-27 20:00:00,ING0218,179.35
EST000199323,2025-03-27 20:00:00,ING0219,41.63
EST000199324,2025-03-27 20:00:00,ING0220,16.88
EST000199325,2025-03-27 20:00:00,ING0221,33.75
EST000199326,2025-03-27 20:00:00,ING0222,7.58
EST000199327,2025-03-27 20:00:00,ING0223,0.25
EST000199328,2025-03-27 20:00:00,ING0224,12.38
EST000199329,2025-03-27 20:00:00,ING0225,0.0
EST000199330,2025-03-27 20:00:00,ING0226,0.0
EST000199331,2025-03-27 20:00:00,ING0227,0.25
EST000199332,2025-03-27 20:00:00,ING0228,4.05
EST000199333,2025-03-27 20:00:00,ING0229,0.0
EST000199334,2025-03-27 20:00:00,ING0230,77.51
EST000199335,2025-03-27 20:00:00,ING0231,13.8
EST000199336,2025-03-27 20:00:00,ING0232,21.38
EST000199337,2025-03-27 20:00:00,ING0233,0.25
EST000199338,2025-03-27 20:00:00,ING0234,0.02
EST000199339,2025-03-27 20:00:00,ING0235,0.75
EST000199340,2025-03-27 20:00:00,ING0236,337.5
EST000199341,2025-03-27 20:00:00,ING0237,0.25
EST000199342,2025-03-27 20:00:00,ING0238,24.52
EST000199343,2025-03-27 20:00:00,ING0239,0.25
EST000199344,2025-03-27 20:00:00,ING0240,10.46
EST000199345,2025-03-27 20:00:00,ING0241,0.25
EST000199346,2025-03-27 20:00:00,ING0242,0.82
EST000199347,2025-03-27 20:00:00,ING0243,5.62
EST000199348,2025-03-27 20:00:00,ING0244,0.25
EST000199349,2025-03-28 20:00:00,ING0001,0.75
EST000199350,2025-03-28 20:00:00,ING0002,6.91
EST000199351,2025-03-28 20:00:00,ING0003,9.0
EST000199352,2025-03-28 20:00:00,ING0004,155.25
EST000199353,2025-03-28 20:00:00,ING0005,0.25
EST000199354,2025-03-28 20:00:00,ING0006,225.22
EST000199355,2025-03-28 20:00:00,ING0007,3.82
EST000199356,2025-03-28 20:00:00,ING0008,102.72
EST000199357,2025-03-28 20:00:00,ING0009,0.25
EST000199358,2025-03-28 20:00:00,ING0010,956.0
EST000199359,2025-03-28 20:00:00,ING0011,0.0
EST000199360,2025-03-28 20:00:00,ING0012,20.32
EST000199361,2025-03-28 20:00:00,ING0013,9.22
EST000199362,2025-03-28 20:00:00,ING0014,28.5
EST000199363,2025-03-28 20:00:00,ING0015,906.0
EST000199364,2025-03-28 20:00:00,ING0016,0.25
EST000199365,2025-03-28 20:00:00,ING0017,0.25
EST000199366,2025-03-28 20:00:00,ING0018,203.17
EST000199367,2025-03-28 20:00:00,ING0019,0.0
EST000199368,2025-03-28 20:00:00,ING0020,28.5
EST000199369,2025-03-28 20:00:00,ING0021,19.58
EST000199370,2025-03-28 20:00:00,ING0022,0.12
EST000199371,2025-03-28 20:00:00,ING0023,821.0
EST000199372,2025-03-28 20:00:00,ING0024,32.13
EST000199373,2025-03-28 20:00:00,ING0025,54.0
EST000199374,2025-03-28 20:00:00,ING0026,9.45
EST000199375,2025-03-28 20:00:00,ING0027,12.15
EST000199376,2025-03-28 20:00:00,ING0028,0.38
EST000199377,2025-03-28 20:00:00,ING0029,20.25
EST000199378,2025-03-28 20:00:00,ING0030,0.19
EST000199379,2025-03-28 20:00:00,ING0031,0.25
EST000199380,2025-03-28 20:00:00,ING0032,123.05
EST000199381,2025-03-28 20:00:00,ING0033,26.1
EST000199382,2025-03-28 20:00:00,ING0034,14.4
EST000199383,2025-03-28 20:00:00,ING0035,6.75
EST000199384,2025-03-28 20:00:00,ING0036,0.25
EST000199385,2025-03-28 20:00:00,ING0037,6.75
EST000199386,2025-03-28 20:00:00,ING0038,9.0
EST000199387,2025-03-28 20:00:00,ING0039,0.25
EST000199388,2025-03-28 20:00:00,ING0040,14.51
EST000199389,2025-03-28 20:00:00,ING0041,0.25
EST000199390,2025-03-28 20:00:00,ING0042,0.02
EST000199391,2025-03-28 20:00:00,ING0043,262.8
EST000199392,2025-03-28 20:00:00,ING0044,0.25
EST000199393,2025-03-28 20:00:00,ING0045,109.35
EST000199394,2025-03-28 20:00:00,ING0046,0.25
EST000199395,2025-03-28 20:00:00,ING0047,0.75
EST000199396,2025-03-28 20:00:00,ING0048,18.68
EST000199397,2025-03-28 20:00:00,ING0049,53.32
EST000199398,2025-03-28 20:00:00,ING0050,0.25
EST000199399,2025-03-28 20:00:00,ING0051,0.25
EST000199400,2025-03-28 20:00:00,ING0052,66.38
EST000199401,2025-03-28 20:00:00,ING0053,0.75
EST000199402,2025-03-28 20:00:00,ING0054,0.0
EST000199403,2025-03-28 20:00:00,ING0055,0.25
EST000199404,2025-03-28 20:00:00,ING0056,0.32
EST000199405,2025-03-28 20:00:00,ING0057,720.0
EST000199406,2025-03-28 20:00:00,ING0058,0.25
EST000199407,2025-03-28 20:00:00,ING0059,6.08
EST000199408,2025-03-28 20:00:00,ING0060,0.0
EST000199409,2025-03-28 20:00:00,ING0061,13.49
EST000199410,2025-03-28 20:00:00,ING0062,13.5
EST000199411,2025-03-28 20:00:00,ING0063,41.85
EST000199412,2025-03-28 20:00:00,ING0064,0.0
EST000199413,2025-03-28 20:00:00,ING0065,0.25
EST000199414,2025-03-28 20:00:00,ING0066,284.54
EST000199415,2025-03-28 20:00:00,ING0067,0.25
EST000199416,2025-03-28 20:00:00,ING0068,0.25
EST000199417,2025-03-28 20:00:00,ING0069,49.86
EST000199418,2025-03-28 20:00:00,ING0070,69.75
EST000199419,2025-03-28 20:00:00,ING0071,62.44
EST000199420,2025-03-28 20:00:00,ING0072,0.25
EST000199421,2025-03-28 20:00:00,ING0073,0.25
EST000199422,2025-03-28 20:00:00,ING0074,0.25
EST000199423,2025-03-28 20:00:00,ING0075,0.04
EST000199424,2025-03-28 20:00:00,ING0076,135.0
EST000199425,2025-03-28 20:00:00,ING0077,0.1
EST000199426,2025-03-28 20:00:00,ING0078,0.11
EST000199427,2025-03-28 20:00:00,ING0079,82.18
EST000199428,2025-03-28 20:00:00,ING0080,11.48
EST000199429,2025-03-28 20:00:00,ING0081,0.48
EST000199430,2025-03-28 20:00:00,ING0082,110.73
EST000199431,2025-03-28 20:00:00,ING0083,8.44
EST000199432,2025-03-28 20:00:00,ING0084,116.1
EST000199433,2025-03-28 20:00:00,ING0085,0.25
EST000199434,2025-03-28 20:00:00,ING0086,256.5
EST000199435,2025-03-28 20:00:00,ING0087,24.0
EST000199436,2025-03-28 20:00:00,ING0088,172.1
EST000199437,2025-03-28 20:00:00,ING0089,192.0
EST000199438,2025-03-28 20:00:00,ING0090,8.44
EST000199439,2025-03-28 20:00:00,ING0091,41.4
EST000199440,2025-03-28 20:00:00,ING0092,53.84
EST000199441,2025-03-28 20:00:00,ING0093,36.6
EST000199442,2025-03-28 20:00:00,ING0094,9.45
EST000199443,2025-03-28 20:00:00,ING0095,0.3
EST000199444,2025-03-28 20:00:00,ING0096,10.46
EST000199445,2025-03-28 20:00:00,ING0097,0.0
EST000199446,2025-03-28 20:00:00,ING0098,0.75
EST000199447,2025-03-28 20:00:00,ING0099,0.25
EST000199448,2025-03-28 20:00:00,ING0100,0.25
EST000199449,2025-03-28 20:00:00,ING0101,0.25
EST000199450,2025-03-28 20:00:00,ING0102,3.71
EST000199451,2025-03-28 20:00:00,ING0103,0.75
EST000199452,2025-03-28 20:00:00,ING0104,7.76
EST000199453,2025-03-28 20:00:00,ING0105,5.62
EST000199454,2025-03-28 20:00:00,ING0106,7.76
EST000199455,2025-03-28 20:00:00,ING0107,6.08
EST000199456,2025-03-28 20:00:00,ING0108,0.25
EST000199457,2025-03-28 20:00:00,ING0109,0.25
EST000199458,2025-03-28 20:00:00,ING0110,16.2
EST000199459,2025-03-28 20:00:00,ING0111,20.25
EST000199460,2025-03-28 20:00:00,ING0112,0.25
EST000199461,2025-03-28 20:00:00,ING0113,0.25
EST000199462,2025-03-28 20:00:00,ING0114,0.25
EST000199463,2025-03-28 20:00:00,ING0115,6.08
EST000199464,2025-03-28 20:00:00,ING0116,4.05
EST000199465,2025-03-28 20:00:00,ING0117,0.25
EST000199466,2025-03-28 20:00:00,ING0118,0.25
EST000199467,2025-03-28 20:00:00,ING0119,24.48
EST000199468,2025-03-28 20:00:00,ING0120,53.78
EST000199469,2025-03-28 20:00:00,ING0121,8.1
EST000199470,2025-03-28 20:00:00,ING0122,0.64
EST000199471,2025-03-28 20:00:00,ING0123,47.7
EST000199472,2025-03-28 20:00:00,ING0124,4.05
EST000199473,2025-03-28 20:00:00,ING0125,0.25
EST000199474,2025-03-28 20:00:00,ING0126,42.19
EST000199475,2025-03-28 20:00:00,ING0127,0.25
EST000199476,2025-03-28 20:00:00,ING0128,21.38
EST000199477,2025-03-28 20:00:00,ING0129,7.76
EST000199478,2025-03-28 20:00:00,ING0130,0.75
EST000199479,2025-03-28 20:00:00,ING0131,6.08
EST000199480,2025-03-28 20:00:00,ING0132,11.34
EST000199481,2025-03-28 20:00:00,ING0133,0.25
EST000199482,2025-03-28 20:00:00,ING0134,0.25
EST000199483,2025-03-28 20:00:00,ING0135,0.25
EST000199484,2025-03-28 20:00:00,ING0136,0.25
EST000199485,2025-03-28 20:00:00,ING0137,0.25
EST000199486,2025-03-28 20:00:00,ING0138,0.75
EST000199487,2025-03-28 20:00:00,ING0139,21.38
EST000199488,2025-03-28 20:00:00,ING0140,3.15
EST000199489,2025-03-28 20:00:00,ING0141,2.59
EST000199490,2025-03-28 20:00:00,ING0142,39.38
EST000199491,2025-03-28 20:00:00,ING0143,52.5
EST000199492,2025-03-28 20:00:00,ING0144,17.99
EST000199493,2025-03-28 20:00:00,ING0145,0.0
EST000199494,2025-03-28 20:00:00,ING0146,0.75
EST000199495,2025-03-28 20:00:00,ING0147,0.25
EST000199496,2025-03-28 20:00:00,ING0148,0.25
EST000199497,2025-03-28 20:00:00,ING0149,0.25
EST000199498,2025-03-28 20:00:00,ING0150,0.25
EST000199499,2025-03-28 20:00:00,ING0151,0.25
EST000199500,2025-03-28 20:00:00,ING0152,6.98
EST000199501,2025-03-28 20:00:00,ING0153,0.25
EST000199502,2025-03-28 20:00:00,ING0154,52.65
EST000199503,2025-03-28 20:00:00,ING0155,14.06
EST000199504,2025-03-28 20:00:00,ING0156,0.25
EST000199505,2025-03-28 20:00:00,ING0157,112.5
EST000199506,2025-03-28 20:00:00,ING0158,382.0
EST000199507,2025-03-28 20:00:00,ING0159,2437.0
EST000199508,2025-03-28 20:00:00,ING0160,12.15
EST000199509,2025-03-28 20:00:00,ING0161,13.5
EST000199510,2025-03-28 20:00:00,ING0162,562.0
EST000199511,2025-03-28 20:00:00,ING0163,3696.0
EST000199512,2025-03-28 20:00:00,ING0164,13.5
EST000199513,2025-03-28 20:00:00,ING0165,10.12
EST000199514,2025-03-28 20:00:00,ING0166,10.2
EST000199515,2025-03-28 20:00:00,ING0167,213.75
EST000199516,2025-03-28 20:00:00,ING0168,0.0
EST000199517,2025-03-28 20:00:00,ING0169,51.0
EST000199518,2025-03-28 20:00:00,ING0170,37.12
EST000199519,2025-03-28 20:00:00,ING0171,101.25
EST000199520,2025-03-28 20:00:00,ING0172,13.95
EST000199521,2025-03-28 20:00:00,ING0173,35.1
EST000199522,2025-03-28 20:00:00,ING0174,0.36
EST000199523,2025-03-28 20:00:00,ING0175,67.5
EST000199524,2025-03-28 20:00:00,ING0176,480.0
EST000199525,2025-03-28 20:00:00,ING0177,1012.0
EST000199526,2025-03-28 20:00:00,ING0178,844.0
EST000199527,2025-03-28 20:00:00,ING0179,158.0
EST000199528,2025-03-28 20:00:00,ING0180,450.0
EST000199529,2025-03-28 20:00:00,ING0181,10.12
EST000199530,2025-03-28 20:00:00,ING0182,48.71
EST000199531,2025-03-28 20:00:00,ING0183,4.95
EST000199532,2025-03-28 20:00:00,ING0184,11.59
EST000199533,2025-03-28 20:00:00,ING0185,731.0
EST000199534,2025-03-28 20:00:00,ING0186,24.98
EST000199535,2025-03-28 20:00:00,ING0187,8.44
EST000199536,2025-03-28 20:00:00,ING0188,202.0
EST000199537,2025-03-28 20:00:00,ING0189,0.04
EST000199538,2025-03-28 20:00:00,ING0190,33.75
EST000199539,2025-03-28 20:00:00,ING0191,106.88
EST000199540,2025-03-28 20:00:00,ING0192,106.88
EST000199541,2025-03-28 20:00:00,ING0193,0.07
EST000199542,2025-03-28 20:00:00,ING0194,2.03
EST000199543,2025-03-28 20:00:00,ING0195,2.25
EST000199544,2025-03-28 20:00:00,ING0196,32.15
EST000199545,2025-03-28 20:00:00,ING0197,236.25
EST000199546,2025-03-28 20:00:00,ING0198,16.2
EST000199547,2025-03-28 20:00:00,ING0199,0.25
EST000199548,2025-03-28 20:00:00,ING0200,19.38
EST000199549,2025-03-28 20:00:00,ING0201,0.25
EST000199550,2025-03-28 20:00:00,ING0202,101.25
EST000199551,2025-03-28 20:00:00,ING0203,23.62
EST000199552,2025-03-28 20:00:00,ING0204,9.0
EST000199553,2025-03-28 20:00:00,ING0205,4.5
EST000199554,2025-03-28 20:00:00,ING0206,283.5
EST000199555,2025-03-28 20:00:00,ING0207,11.25
EST000199556,2025-03-28 20:00:00,ING0208,450.0
EST000199557,2025-03-28 20:00:00,ING0209,450.0
EST000199558,2025-03-28 20:00:00,ING0210,0.0
EST000199559,2025-03-28 20:00:00,ING0211,225.0
EST000199560,2025-03-28 20:00:00,ING0212,1.0
EST000199561,2025-03-28 20:00:00,ING0213,14.81
EST000199562,2025-03-28 20:00:00,ING0214,416.0
EST000199563,2025-03-28 20:00:00,ING0215,206.71
EST000199564,2025-03-28 20:00:00,ING0216,292.0
EST000199565,2025-03-28 20:00:00,ING0217,126.0
EST000199566,2025-03-28 20:00:00,ING0218,179.35
EST000199567,2025-03-28 20:00:00,ING0219,0.3
EST000199568,2025-03-28 20:00:00,ING0220,45.0
EST000199569,2025-03-28 20:00:00,ING0221,33.75
EST000199570,2025-03-28 20:00:00,ING0222,7.58
EST000199571,2025-03-28 20:00:00,ING0223,0.25
EST000199572,2025-03-28 20:00:00,ING0224,12.38
EST000199573,2025-03-28 20:00:00,ING0225,0.25
EST000199574,2025-03-28 20:00:00,ING0226,0.25
EST000199575,2025-03-28 20:00:00,ING0227,0.0
EST000199576,2025-03-28 20:00:00,ING0228,4.05
EST000199577,2025-03-28 20:00:00,ING0229,0.75
EST000199578,2025-03-28 20:00:00,ING0230,206.7
EST000199579,2025-03-28 20:00:00,ING0231,5.18
EST000199580,2025-03-28 20:00:00,ING0232,21.38
EST000199581,2025-03-28 20:00:00,ING0233,0.25
EST000199582,2025-03-28 20:00:00,ING0234,1.69
EST000199583,2025-03-28 20:00:00,ING0235,0.25
EST000199584,2025-03-28 20:00:00,ING0236,337.5
EST000199585,2025-03-28 20:00:00,ING0237,0.25
EST000199586,2025-03-28 20:00:00,ING0238,24.52
EST000199587,2025-03-28 20:00:00,ING0239,0.25
EST000199588,2025-03-28 20:00:00,ING0240,10.46
EST000199589,2025-03-28 20:00:00,ING0241,0.25
EST000199590,2025-03-28 20:00:00,ING0242,110.57
EST000199591,2025-03-28 20:00:00,ING0243,5.62
EST000199592,2025-03-28 20:00:00,ING0244,0.25
EST000199593,2025-03-29 20:00:00,ING0001,0.25
EST000199594,2025-03-29 20:00:00,ING0002,6.91
EST000199595,2025-03-29 20:00:00,ING0003,9.0
EST000199596,2025-03-29 20:00:00,ING0004,414.0
EST000199597,2025-03-29 20:00:00,ING0005,0.25
EST000199598,2025-03-29 20:00:00,ING0006,225.22
EST000199599,2025-03-29 20:00:00,ING0007,10.2
EST000199600,2025-03-29 20:00:00,ING0008,38.52
EST000199601,2025-03-29 20:00:00,ING0009,0.25
EST000199602,2025-03-29 20:00:00,ING0010,956.0
EST000199603,2025-03-29 20:00:00,ING0011,0.25
EST000199604,2025-03-29 20:00:00,ING0012,20.32
EST000199605,2025-03-29 20:00:00,ING0013,24.6
EST000199606,2025-03-29 20:00:00,ING0014,10.69
EST000199607,2025-03-29 20:00:00,ING0015,906.0
EST000199608,2025-03-29 20:00:00,ING0016,0.25
EST000199609,2025-03-29 20:00:00,ING0017,0.25
EST000199610,2025-03-29 20:00:00,ING0018,203.17
EST000199611,2025-03-29 20:00:00,ING0019,2190.0
EST000199612,2025-03-29 20:00:00,ING0020,10.69
EST000199613,2025-03-29 20:00:00,ING0021,19.58
EST000199614,2025-03-29 20:00:00,ING0022,16.88
EST000199615,2025-03-29 20:00:00,ING0023,821.0
EST000199616,2025-03-29 20:00:00,ING0024,32.13
EST000199617,2025-03-29 20:00:00,ING0025,0.4
EST000199618,2025-03-29 20:00:00,ING0026,9.45
EST000199619,2025-03-29 20:00:00,ING0027,12.15
EST000199620,2025-03-29 20:00:00,ING0028,59.26
EST000199621,2025-03-29 20:00:00,ING0029,20.25
EST000199622,2025-03-29 20:00:00,ING0030,0.19
EST000199623,2025-03-29 20:00:00,ING0031,0.25
EST000199624,2025-03-29 20:00:00,ING0032,123.05
EST000199625,2025-03-29 20:00:00,ING0033,9.79
EST000199626,2025-03-29 20:00:00,ING0034,0.04
EST000199627,2025-03-29 20:00:00,ING0035,6.75
EST000199628,2025-03-29 20:00:00,ING0036,0.25
EST000199629,2025-03-29 20:00:00,ING0037,6.75
EST000199630,2025-03-29 20:00:00,ING0038,9.0
EST000199631,2025-03-29 20:00:00,ING0039,0.25
EST000199632,2025-03-29 20:00:00,ING0040,38.7
EST000199633,2025-03-29 20:00:00,ING0041,0.25
EST000199634,2025-03-29 20:00:00,ING0042,2.03
EST000199635,2025-03-29 20:00:00,ING0043,98.55
EST000199636,2025-03-29 20:00:00,ING0044,0.25
EST000199637,2025-03-29 20:00:00,ING0045,109.35
EST000199638,2025-03-29 20:00:00,ING0046,0.0
EST000199639,2025-03-29 20:00:00,ING0047,0.25
EST000199640,2025-03-29 20:00:00,ING0048,0.12
EST000199641,2025-03-29 20:00:00,ING0049,53.32
EST000199642,2025-03-29 20:00:00,ING0050,0.25
EST000199643,2025-03-29 20:00:00,ING0051,0.25
EST000199644,2025-03-29 20:00:00,ING0052,66.38
EST000199645,2025-03-29 20:00:00,ING0053,0.25
EST000199646,2025-03-29 20:00:00,ING0054,0.25
EST000199647,2025-03-29 20:00:00,ING0055,0.25
EST000199648,2025-03-29 20:00:00,ING0056,120.0
EST000199649,2025-03-29 20:00:00,ING0057,720.0
EST000199650,2025-03-29 20:00:00,ING0058,0.25
EST000199651,2025-03-29 20:00:00,ING0059,6.08
EST000199652,2025-03-29 20:00:00,ING0060,60.75
EST000199653,2025-03-29 20:00:00,ING0061,13.49
EST000199654,2025-03-29 20:00:00,ING0062,36.0
EST000199655,2025-03-29 20:00:00,ING0063,41.85
EST000199656,2025-03-29 20:00:00,ING0064,0.0
EST000199657,2025-03-29 20:00:00,ING0065,0.25
EST000199658,2025-03-29 20:00:00,ING0066,284.54
EST000199659,2025-03-29 20:00:00,ING0067,0.25
EST000199660,2025-03-29 20:00:00,ING0068,0.25
EST000199661,2025-03-29 20:00:00,ING0069,49.86
EST000199662,2025-03-29 20:00:00,ING0070,0.52
EST000199663,2025-03-29 20:00:00,ING0071,62.44
EST000199664,2025-03-29 20:00:00,ING0072,0.25
EST000199665,2025-03-29 20:00:00,ING0073,0.25
EST000199666,2025-03-29 20:00:00,ING0074,0.25
EST000199667,2025-03-29 20:00:00,ING0075,0.04
EST000199668,2025-03-29 20:00:00,ING0076,0.96
EST000199669,2025-03-29 20:00:00,ING0077,13.5
EST000199670,2025-03-29 20:00:00,ING0078,42.0
EST000199671,2025-03-29 20:00:00,ING0079,82.18
